object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
104767924,265.605469,-14.477512,12.012878,8.140418,0,0.2034,0.1877,0.0160,39.8022,0.368,42
104808447,195.292969,-9.896853,306.908111,52.899729,0,0.2456,0.4880,0.1019,42.1978,0.033,15
104824830,308.671875,-17.739365,27.464947,-30.532737,0,0.0000,0.0000,0.0000,nan,0.041,65
104838165,19.863281,-30.000000,239.604366,-83.213256,0,0.3354,0.3493,0.0411,41.3391,0.014,42
104855013,330.065216,-46.964977,350.611199,-51.167351,0,0.7173,0.7266,0.0134,43.2460,0.015,90
104932997,181.054688,-24.132875,289.323250,37.487920,0,0.4092,0.3986,0.0158,41.6758,0.059,90
104943450,178.066406,-34.228867,289.218820,27.062288,0,0.0000,0.0000,0.0000,nan,0.078,65
104958606,320.097656,-36.795330,6.847301,-44.779645,0,0.2478,0.2348,0.0268,40.3473,0.055,90
105002475,0.619266,-49.312840,322.711009,-65.892751,0,0.2802,0.2860,0.0126,40.8361,0.010,15
105002662,140.976562,-16.801838,247.898231,23.210064,0,0.3215,0.2780,0.5920,40.7649,0.046,90
105025507,325.019531,-29.656013,17.783937,-48.136154,0,0.1512,1.1012,0.8024,44.3590,0.042,62
105033517,119.707031,-14.785930,233.915172,7.644694,0,0.0000,0.0000,0.0000,nan,0.088,16
105099314,76.992188,-21.863451,222.901849,-32.016908,0,0.1254,0.1380,0.0099,39.0682,0.029,62
105100736,240.820312,-30.172440,345.003906,16.621433,0,0.4001,0.2716,1.0740,40.7072,0.146,90
105107266,165.592880,-42.410164,282.323226,16.055249,0,0.2379,0.2294,0.1045,40.2909,0.119,62
105128080,260.683594,-0.596842,21.849621,19.339129,0,0.0000,0.0000,0.0000,nan,0.334,16
105130907,335.566406,-11.110882,50.167921,-51.501808,0,0.0000,0.0000,0.0000,nan,0.036,65
105135244,74.707031,-34.228867,236.812123,-37.133497,0,0.0958,0.1443,0.5039,39.1735,0.024,62
105164118,157.324219,-17.270004,261.031379,33.794344,0,0.0869,0.1333,0.0248,38.9873,0.053,42
105164408,54.724575,-45.783966,253.684513,-52.093828,0,0.2507,0.2615,0.0082,40.6132,0.007,62
105164597,339.387085,-61.378410,326.731352,-49.102584,0,0.2777,0.3670,0.0268,41.4643,0.022,90
105206255,145.722656,0.298417,235.561056,37.429230,0,0.0000,0.0000,0.0000,nan,0.097,16
105285783,69.785156,-0.596842,196.976851,-29.367765,0,0.0000,0.0000,0.0000,nan,0.037,6
105309744,313.417969,-27.953188,17.330314,-37.838437,0,0.1788,0.1785,0.0168,39.6820,0.098,62
105327965,275.305664,-47.161343,347.122271,-14.762350,0,0.6698,0.6577,0.0115,42.9815,0.083,88
105343648,333.808594,0.298417,62.590385,-43.532717,0,0.1762,0.1865,0.0132,39.7867,0.056,42
105344515,109.847160,-47.161343,258.579684,-15.114068,0,0.2290,0.2324,0.0080,40.3224,0.147,42
105345794,49.647888,-50.285809,262.636990,-53.724238,0,0.1656,0.1666,0.0194,39.5158,0.015,62
105385367,1.582031,-26.276812,35.206656,-79.892806,0,0.0383,0.0058,0.0143,31.9961,0.015,64
105425239,340.839844,-17.582775,44.090597,-58.990600,0,0.1002,0.1177,0.0101,38.6950,0.028,62
105433334,220.957031,-14.785930,339.403071,39.995817,0,0.1969,0.1784,0.0132,39.6807,0.083,90
105435856,313.371033,-48.727589,350.682940,-39.849449,0,0.4150,0.4497,0.0184,41.9861,0.031,67
105439868,304.628906,-37.921650,3.486110,-32.725716,0,0.1592,0.1564,0.0152,39.3648,0.046,42
105456912,17.402344,-29.656013,246.310631,-85.271976,0,0.5575,0.5675,0.0082,42.5925,0.018,88
105478465,191.777344,-24.953020,301.688395,37.908276,0,0.0000,0.0000,0.0000,nan,0.090,16
105485735,173.496094,-15.404094,276.785301,43.500577,0,0.2771,0.2965,0.0919,40.9262,0.027,15
105488745,223.593750,-8.536388,347.132181,43.537293,0,0.1106,0.1448,0.0154,39.1816,0.073,62
105502451,213.574219,-22.669609,326.830942,36.327234,0,0.5172,0.4723,0.0128,42.1129,0.080,90
105523560,164.707031,-27.953188,274.578837,28.646604,0,0.4874,0.4593,0.0190,42.0405,0.062,90
105564120,142.207031,-5.679190,238.958242,31.089723,0,0.0870,0.0775,0.0183,37.7270,0.035,42
105566563,68.554688,-22.185358,220.240269,-39.541722,0,0.0000,0.0000,0.0000,nan,0.044,65
105613898,92.812500,-27.447618,234.171845,-20.362946,0,0.3492,0.3469,1.1506,41.3213,0.026,90
105636094,2.285156,-16.957764,76.874741,-75.890074,0,0.1884,0.1647,0.1066,39.4887,0.026,42
105640435,198.984375,-22.508005,310.326078,40.011736,0,0.1532,2.8150,0.8360,46.8596,0.088,62
105653011,202.500000,-34.772018,311.847988,27.431225,0,0.4435,0.4450,0.0307,41.9589,0.044,62
105688990,178.777176,-55.873348,295.040773,6.132964,0,0.0000,0.0000,0.0000,nan,0.296,53
105699563,359.296875,-21.221792,55.544242,-76.301726,0,0.3413,0.3069,0.1975,41.0121,0.016,90
105739240,308.496094,-31.738394,11.538032,-34.565470,0,0.2435,0.6032,0.7187,42.7531,0.064,90
105753439,132.363281,-38.300922,259.752190,3.517311,0,2.0784,2.1208,0.0417,46.1129,0.535,95
105767334,301.289062,-27.111860,14.754425,-27.274161,0,0.0979,0.1007,0.0142,38.3319,0.081,15
105830156,62.050781,-7.481631,199.474297,-39.498647,0,0.0000,0.0000,0.0000,nan,0.068,6
105832546,187.910156,-32.442867,298.097291,30.242969,0,0.4017,0.3770,0.0282,41.5332,0.082,15
105837790,310.605469,-18.524391,27.386708,-32.529837,0,0.9812,0.9610,0.0156,43.9935,0.045,95
105869076,102.480469,-19.155010,229.953039,-8.927290,0,0.0204,0.0588,0.0235,37.1009,0.354,42
105891238,130.603455,-57.780128,274.349553,-9.489642,0,0.0000,0.0000,0.0000,nan,0.161,16
105927371,147.832031,-7.782714,245.039755,34.157743,0,0.0000,0.0000,0.0000,nan,0.059,65
105927645,169.804688,-11.262980,269.659817,45.567429,0,0.0000,0.0000,0.0000,nan,0.056,6
105934753,29.262295,-56.064457,285.239481,-58.752824,0,0.3610,0.5433,0.0692,42.4784,0.024,15
106057072,180.175781,0.895283,275.933057,61.079137,0,0.4662,0.4943,0.0353,42.2312,0.017,90
106073135,68.323174,-59.677784,269.821777,-40.416428,0,0.1855,0.1916,0.1875,39.8519,0.018,42
106075180,95.097656,-36.053589,243.545795,-21.440900,0,0.0000,0.0000,0.0000,nan,0.052,92
106095299,295.563385,-50.285809,348.059675,-28.412645,0,0.3614,0.4150,0.0195,41.7793,0.042,52
106115608,306.562500,-23.155577,20.770162,-30.547728,0,0.0000,0.0000,0.0000,nan,0.061,65
106125447,309.199219,-15.404094,30.191580,-30.120254,0,0.6963,0.6851,0.0157,43.0897,0.027,88
106125777,330.292969,-21.702768,31.374622,-51.043678,0,0.0000,0.0000,0.0000,nan,0.026,6
106195942,126.035156,-1.790785,225.638163,19.623368,0,0.0000,0.0000,0.0000,nan,0.033,53
106218977,71.024094,-43.207821,247.958489,-40.871082,0,0.2697,0.3031,0.0213,40.9811,0.014,67
106223882,15.644531,-37.921650,291.389979,-78.955768,0,0.1921,0.2327,0.0236,40.3257,0.012,42
106224758,71.015625,-3.732834,200.806131,-29.884514,0,0.2601,2.5279,1.2516,46.5770,0.028,62
106239422,339.590149,-56.064457,333.161723,-52.535154,0,0.0000,0.0000,0.0000,nan,0.015,65
106260667,4.746094,-30.000000,9.074765,-82.319827,0,0.1415,0.0585,0.0278,37.0887,0.021,15
106262435,18.632812,-17.739365,153.699279,-79.205160,0,0.5427,0.3577,0.1434,41.3992,0.013,42
106287350,207.266953,-45.783966,313.327179,15.921351,0,0.0000,0.0000,0.0000,nan,0.101,16
106341515,9.667969,-20.742380,97.715746,-82.980443,0,1.6372,1.1396,0.2692,44.4512,0.018,95
106363367,148.359375,-27.111860,261.021529,20.930006,0,0.0000,0.0000,0.0000,nan,0.066,65
106363739,72.597656,-0.596842,198.609477,-26.951553,0,0.0000,0.0000,0.0000,nan,0.057,16
106384945,86.308594,-34.953865,240.111957,-27.971722,0,0.0000,0.0000,0.0000,nan,0.024,65
106416492,67.212769,-45.981140,251.812936,-43.497731,0,0.3977,0.4199,0.0253,41.8090,0.010,62
106418576,149.765625,-22.508005,258.700160,25.203789,0,0.1284,0.1727,0.0141,39.6021,0.045,90
106422882,102.304688,-22.185358,232.656395,-10.379135,0,0.1426,0.1648,0.0188,39.4906,0.166,90
106438996,112.148438,-20.264481,235.104571,-1.327514,0,0.0000,0.0000,0.0000,nan,0.754,16
106468638,79.277344,-36.423573,240.294303,-33.864940,0,0.0000,0.0000,0.0000,nan,0.048,92
106471435,353.024994,-52.801853,327.457319,-60.384013,0,0.3135,0.3281,0.7072,41.1807,0.009,67
106474668,60.292969,-3.583322,193.993132,-39.002220,0,0.5838,0.5890,0.1284,42.6903,0.114,90
106513022,122.519531,-24.953020,244.007733,4.537299,0,0.0000,0.0000,0.0000,nan,0.149,16
106520041,205.632904,-45.586655,312.212019,16.362433,0,0.3336,0.3255,0.0251,41.1603,0.088,42
106540496,149.414062,-30.172440,263.908054,19.234479,0,0.5068,0.5148,0.3100,42.3373,0.067,90
106545479,254.179688,-4.331149,14.862183,23.045485,0,0.0000,0.0000,0.0000,nan,0.254,65
106562150,213.574219,-19.155010,328.611148,39.549457,0,0.1967,0.1802,0.0175,39.7049,0.061,90
106587669,189.492188,-13.708317,297.938794,49.032804,0,0.2617,0.2628,0.0231,40.6257,0.045,67
106619084,357.011719,-25.282602,36.763099,-75.671716,0,0.3872,0.3669,0.0395,41.4637,0.020,90
106633938,144.492188,-37.732746,265.924972,10.869020,0,0.0000,0.0000,0.0000,nan,0.184,16
106648824,245.566406,-31.388166,347.090052,12.875453,0,0.0000,0.0000,0.0000,nan,0.315,65
106648874,179.472656,-5.079716,279.041757,55.288755,0,0.3935,0.4135,0.9940,41.7699,0.021,90
106678802,132.714844,-6.880079,234.016019,22.658241,0,1.6917,1.0335,0.0906,44.1887,0.022,88
106685425,278.160614,-54.148899,341.076297,-19.080354,0,0.2727,0.2958,0.0137,40.9202,0.088,15
106690124,4.921875,-1.044512,105.334176,-62.826397,0,0.2737,0.2732,0.0888,40.7221,0.024,42
106750068,101.666664,-54.916332,264.447475,-22.568425,0,0.0000,0.0000,0.0000,nan,0.091,65
106766792,261.386719,-16.957764,7.712113,10.289822,0,0.0000,0.0000,0.0000,nan,0.280,16
106777707,188.613281,-41.014500,299.483644,21.743500,0,0.0000,0.0000,0.0000,nan,0.083,65
106783625,273.054291,-48.727589,345.002293,-14.047819,0,0.0920,0.1082,0.0101,38.4983,0.089,62
106793212,353.144531,-18.209957,54.957631,-69.777000,0,0.1256,0.1298,0.0212,38.9238,0.026,42
106903418,78.975906,-43.207821,248.396640,-35.087664,0,0.4749,0.4404,0.0231,41.9317,0.022,90
106915630,39.210526,-58.350353,279.724337,-53.768864,0,0.0000,0.0000,0.0000,nan,0.023,16
106946255,79.692734,-56.827923,265.058468,-34.976991,0,0.4588,0.4868,0.0271,42.1915,0.025,90
106960570,117.246094,0.596842,219.061533,13.053895,0,0.0000,0.0000,0.0000,nan,0.053,65
107007526,158.554688,-34.772018,273.393138,20.111033,0,0.2123,0.2808,0.2722,40.7898,0.074,67
107116166,80.895950,-57.970295,266.404637,-34.271250,0,0.5478,0.5602,0.0196,42.5586,0.027,90
107129776,212.519531,-1.790785,339.278400,55.431425,0,0.0599,0.0858,0.0368,37.9608,0.056,64
107165985,14.589844,-26.610098,194.768039,-88.371815,0,0.6202,0.6168,0.0131,42.8120,0.017,90
107201222,293.906250,-30.518230,8.918564,-22.238391,0,0.5615,0.5316,0.0396,42.4209,0.124,90
107335958,85.235291,-42.010422,247.780006,-30.357384,0,0.1007,2.0161,1.0800,45.9785,0.032,15
107351000,118.652344,-26.610098,243.571418,0.705888,0,0.0000,0.0000,0.0000,nan,0.471,92
107351744,68.478264,-51.449459,259.089947,-42.052561,0,0.5353,0.6165,0.1372,42.8104,0.009,95
107448991,229.042969,-3.583322,357.261024,43.506203,0,0.3354,0.3447,0.0184,41.3051,0.102,90
107470053,322.031250,-4.331149,48.816779,-36.511888,0,0.3300,2.7979,0.9745,46.8436,0.034,67
107474309,217.500000,-48.532253,319.277681,11.186411,0,0.0000,0.0000,0.0000,nan,0.172,16
107488869,139.746094,-16.646040,246.946884,22.407618,0,0.0000,0.0000,0.0000,nan,0.047,65
107505420,217.617188,-24.132875,330.191066,33.443874,0,0.2176,0.1976,0.9340,39.9273,0.080,15
107557728,149.457825,-43.207821,272.449135,9.155894,0,0.0000,0.0000,0.0000,nan,0.225,16
107560029,101.250000,-34.772018,244.120333,-16.295216,0,0.1703,0.1221,0.1398,38.7797,0.076,15
107598111,312.286438,-52.994610,345.244015,-38.852931,0,0.0000,0.0000,0.0000,nan,0.026,65
107609019,30.211267,-50.285809,277.816483,-63.322513,0,0.0741,1.1027,0.7373,44.3628,0.017,15
107634822,75.585938,-15.558919,215.434799,-31.010205,0,0.6776,0.6866,0.0082,43.0956,0.074,90
107636565,6.365854,-51.836418,312.382770,-64.812578,0,0.1788,2.6157,1.0348,46.6668,0.014,62
107657609,336.796875,-13.094776,48.281070,-53.518063,0,0.0000,0.0000,0.0000,nan,0.041,65
107659390,79.101562,-31.914005,234.973871,-33.052574,0,0.1928,0.1975,0.0079,39.9258,0.016,90
107668196,163.000000,-47.945496,283.119966,10.278701,0,0.1255,0.1266,0.0154,38.8652,0.203,42
107717375,108.936653,-48.727589,259.823658,-16.293457,0,0.4304,0.4418,0.0454,41.9402,0.130,15
107731534,14.589844,-33.510056,290.188570,-83.446083,0,0.2282,0.2205,0.0173,40.1935,0.018,90
107732897,0.351562,-38.491302,342.451146,-74.550474,0,0.0561,0.0582,0.0184,37.0774,0.012,15
107760699,60.197369,-47.357574,254.728420,-48.072137,0,0.4161,0.4143,0.0320,41.7748,0.009,62
107784644,146.074219,-13.248015,248.531695,29.254605,0,0.6104,0.6416,0.0150,42.9159,0.032,88
107788969,129.199219,-2.388015,227.890247,22.057639,0,0.2583,0.2445,0.0183,40.4474,0.023,90
107807203,47.275280,-57.018551,273.340424,-51.460290,0,0.0588,0.0863,0.0362,37.9749,0.014,42
107808561,219.902344,-36.795330,325.918314,21.201518,0,0.0000,0.0000,0.0000,nan,0.071,65
107836210,248.190186,-59.867073,327.576968,-8.060415,0,0.1247,0.1277,0.0148,38.8862,0.232,42
107873281,232.910156,-19.155010,347.283888,29.598941,0,0.1703,0.4378,0.7347,41.9165,0.090,90
107905568,19.335938,-40.033035,281.980657,-76.023245,0,0.2421,0.2722,0.0179,40.7125,0.012,42
107928532,298.476562,-21.863451,19.255209,-23.089259,0,0.0000,0.0000,0.0000,nan,0.090,65
107964362,43.153847,-53.764561,271.355630,-55.288731,0,0.2556,0.2676,0.0080,40.6709,0.026,90
107981524,84.726562,-18.052954,221.793853,-23.869569,0,0.0000,0.0000,0.0000,nan,0.054,65
108055321,82.560486,-43.406857,249.020251,-32.523658,0,0.2562,0.5451,0.8210,42.4867,0.038,62
108057850,204.785156,-8.084014,322.777182,52.939850,0,0.4705,0.4424,0.0205,41.9436,0.035,88
108098286,206.542969,0.000000,331.031515,59.851641,0,0.0000,0.0000,0.0000,nan,0.023,65
108099836,60.592106,-47.357574,254.649107,-47.810065,0,0.1874,0.1801,0.0227,39.7033,0.009,67
108101311,156.972656,-4.480799,249.772494,43.095768,0,0.0000,0.0000,0.0000,nan,0.033,65
108110512,112.079437,-50.091457,261.972993,-14.968341,0,0.0000,0.0000,0.0000,nan,0.159,16
108136575,110.390625,-24.132875,237.751377,-4.587381,0,0.0000,0.0000,0.0000,nan,0.911,16
108156870,157.324219,-21.702768,264.224932,30.283457,0,0.4763,0.4592,0.0098,42.0401,0.063,90
108160238,329.210541,-51.062042,344.748548,-49.411684,0,0.0000,0.0000,0.0000,nan,0.024,16
108246330,106.977272,-48.922794,259.505732,-17.562132,0,0.4583,0.4351,0.0415,41.9006,0.080,88
108253858,82.265625,-39.257931,244.134041,-32.069325,0,0.0534,0.0477,0.0324,36.6270,0.020,64
108255616,146.777344,-37.921650,267.426219,11.930993,0,0.0000,0.0000,0.0000,nan,0.149,16
108264082,201.093750,-4.031936,318.501442,57.840712,0,0.2604,0.2310,0.0214,40.3075,0.040,90
108275496,103.886719,-13.861950,225.766769,-5.379684,0,0.0000,0.0000,0.0000,nan,0.481,53
108305965,335.917969,-8.385539,54.143527,-50.373245,0,0.0952,0.1199,0.0144,38.7386,0.043,64
108313467,187.558594,-32.442867,297.755361,30.215668,0,0.0000,0.0000,0.0000,nan,0.080,92
108315597,103.535156,2.089372,211.379947,1.553631,0,0.0000,0.0000,0.0000,nan,0.724,16
108327120,306.035156,-23.969482,19.696091,-30.350892,0,0.0000,0.0000,0.0000,nan,0.068,16
108328529,291.621094,-26.944359,11.753189,-19.115157,0,0.0000,0.0000,0.0000,nan,0.073,65
108374759,155.039062,-25.117701,264.667900,26.295320,0,0.0697,0.0477,0.0131,36.6294,0.058,42
108377516,164.003906,-4.780192,257.404125,47.627283,0,0.3010,0.2959,0.0078,40.9214,0.023,62
108400104,124.628906,-30.691587,249.835703,2.928869,0,1.5225,1.5195,0.0917,45.2236,0.345,88
108422825,124.804688,-24.788561,245.013348,6.360253,0,0.4115,0.5219,0.3934,42.3730,0.121,90
108423541,303.925781,-40.620186,0.215743,-32.662225,0,0.0000,0.0000,0.0000,nan,0.053,16
108442020,140.273438,-19.313040,249.488391,21.069073,0,0.0000,0.0000,0.0000,nan,0.066,92
108481380,298.687500,-44.993881,354.426407,-29.607769,0,0.0000,0.0000,0.0000,nan,0.046,16
108495172,182.812500,1.342993,280.761714,62.472181,0,0.6412,0.6640,0.0093,43.0070,0.022,90
108515604,245.917969,-2.686724,11.371298,30.858533,0,0.2658,0.2549,0.0451,40.5497,0.203,42
108542869,177.539062,-0.447628,272.330061,58.734587,0,0.4170,0.3789,0.0143,41.5459,0.021,90
108575819,333.105469,-25.944481,25.585281,-54.563278,0,1.7882,1.7926,0.1211,45.6656,0.019,88
108584081,87.687744,-42.410164,248.635678,-28.653076,0,0.5256,0.4501,0.3663,41.9881,0.038,90
108605654,141.152344,-25.944481,255.288266,17.243552,0,0.0000,0.0000,0.0000,nan,0.097,16
108659894,152.402344,-3.583322,244.755230,40.342970,0,0.2436,0.2959,0.4242,40.9213,0.026,42
108716871,229.570312,-4.630479,356.724311,42.402163,0,0.0000,0.0000,0.0000,nan,0.104,16
108733170,228.164062,-30.865255,335.521405,22.924595,0,0.0866,0.0701,0.0231,37.4999,0.232,15
108749436,176.835938,-29.484461,286.591339,31.345410,0,0.3205,0.2974,0.0081,40.9336,0.053,42
108771817,143.964844,-23.317957,255.139062,20.905901,0,0.1257,0.1362,0.1253,39.0380,0.048,42
108788660,144.843750,-36.238361,265.103377,12.158960,0,0.2092,0.2317,0.0191,40.3149,0.143,90
108794725,337.148438,-35.136116,9.243323,-58.583157,0,0.4291,0.3625,0.7915,41.4329,0.009,90
108814371,66.621094,-19.471222,216.132725,-40.392387,0,0.1608,0.1606,0.5027,39.4285,0.031,90
108857559,240.644531,-23.317957,349.958671,21.632929,0,0.3533,0.3245,0.0144,41.1524,0.138,90
108897342,7.159091,-48.922794,312.862914,-67.763449,0,0.0585,0.0647,0.0180,37.3180,0.012,42
108913557,346.816406,-7.782714,66.199616,-58.649956,0,0.1434,0.1509,0.0216,39.2808,0.047,52
108913976,10.546875,-20.582914,104.544573,-83.121992,0,0.2357,0.2495,0.0076,40.4976,0.016,90
108957216,322.382812,-5.229529,48.073218,-37.270960,0,0.0968,0.1069,0.0140,38.4698,0.041,62
108980608,90.226128,-52.994610,260.862689,-28.770159,0,0.1153,2.3956,0.6982,46.4353,0.051,42
109026809,19.416245,-53.379799,294.211988,-63.302169,0,0.2782,0.2573,0.0211,40.5733,0.013,42
109038297,161.894531,-41.014500,279.104511,16.056774,0,0.1643,0.1662,0.0095,39.5101,0.088,90
109051091,90.000000,-15.558919,221.467261,-18.247720,0,0.3791,2.9118,0.5714,46.9481,0.250,90
109069907,115.488281,-10.199918,227.842022,6.359080,0,0.0000,0.0000,0.0000,nan,0.161,16
109083977,341.367188,-32.619843,13.842531,-62.251653,0,0.2214,0.2221,0.0144,40.2114,0.014,90
109088969,117.597656,-14.785930,232.875380,5.885843,0,0.0000,0.0000,0.0000,nan,0.126,65
109152105,87.420380,-61.001064,269.931303,-30.909084,0,0.3535,0.3454,0.0150,41.3103,0.045,90
109178080,190.722656,-16.646040,299.974680,46.176624,0,0.0000,0.0000,0.0000,nan,0.035,16
109183399,180.527344,-15.404094,285.748666,45.815394,0,0.1941,0.1773,0.0109,39.6658,0.047,15
109187160,11.074219,-20.742380,108.227310,-83.409287,0,0.1681,0.1777,0.0210,39.6710,0.014,90
109197025,111.621094,-36.795330,249.574536,-9.471470,0,0.0000,0.0000,0.0000,nan,0.326,16
109199389,88.342102,-54.724628,262.688991,-30.072703,0,0.1899,0.2365,0.0186,40.3650,0.088,90
109201997,99.843750,-17.426323,227.276164,-10.441469,0,0.3455,0.3545,0.4013,41.3763,0.317,90
109233382,304.980469,-28.291550,14.578504,-30.745225,0,0.3440,0.5335,0.5341,42.4306,0.058,90
109242918,211.113281,0.596842,339.401855,58.201487,0,0.2131,0.2091,0.0075,40.0646,0.034,90
109245931,188.085938,3.433834,291.208008,65.870003,0,0.3251,0.4602,0.3307,42.0456,0.024,90
109318420,304.628906,-5.679190,37.892512,-21.936281,0,0.1717,0.2053,0.0163,40.0196,0.058,90
109321076,242.929688,-23.155577,351.647643,20.237520,0,0.0000,0.0000,0.0000,nan,0.204,16
109371427,148.359375,-15.249383,251.945362,29.504993,0,0.0000,0.0000,0.0000,nan,0.058,6
109417439,107.578125,-40.423901,251.532147,-13.883137,0,0.2747,0.2654,0.0075,40.6500,0.153,15
109431067,234.140625,-32.974850,338.575001,18.233594,0,0.2979,0.2758,0.0144,40.7454,0.344,90
109438196,84.909500,-48.727589,255.490106,-31.576514,0,0.3502,0.3416,0.0230,41.2821,0.047,90
109439464,231.328125,-26.777105,340.589073,24.624053,0,0.1964,0.1674,0.0174,39.5279,0.187,90
109452173,4.396552,-57.780128,311.637136,-58.772325,0,0.2788,0.2155,0.0256,40.1380,0.009,42
109477227,201.269531,-24.624317,312.594596,37.615447,0,0.1973,0.2166,0.0096,40.1502,0.061,15
109496670,176.132812,-41.212543,289.617731,19.923011,0,0.2576,0.4393,0.2754,41.9255,0.134,90
109496815,135.000000,-32.974850,257.012314,8.570200,0,0.4459,0.4654,0.0436,42.0750,0.219,90
109518815,240.644531,-8.385539,2.356729,31.675284,0,0.3542,0.3768,1.3405,41.5319,0.140,15
109524431,204.785156,-26.610098,315.974953,35.050572,0,0.2735,2.6831,1.2757,46.7337,0.057,42
109537430,312.363281,-7.481631,39.985256,-29.600139,0,0.0799,0.0749,0.0124,37.6506,0.059,42
109555933,140.273438,-10.655059,242.163978,26.557570,0,0.0000,0.0000,0.0000,nan,0.051,65
109575758,50.625000,-30.865255,228.571335,-56.913299,0,0.1572,0.1532,0.0116,39.3165,0.012,62
109626498,176.660156,-26.610098,285.412185,34.047587,0,0.1259,2.2541,0.7837,46.2744,0.051,62
109638647,228.164062,-38.491302,331.087476,16.539935,0,0.0000,0.0000,0.0000,nan,0.084,65
109694858,212.519531,-4.780192,336.665599,52.862855,0,0.0000,0.0000,0.0000,nan,0.031,16
109785117,288.457031,-8.687297,27.678523,-8.898609,0,0.0000,0.0000,0.0000,nan,0.278,16
109786118,3.342857,-57.589870,312.782782,-58.804415,0,0.3242,0.3226,0.0119,41.1375,0.009,90
109797362,107.929688,-17.426323,230.723794,-3.526701,0,0.0000,0.0000,0.0000,nan,0.598,6
109863091,33.925781,-3.284369,166.761996,-58.789106,0,0.3920,0.4263,0.0184,41.8480,0.022,15
109863612,205.488281,-16.024099,320.264314,45.140836,0,0.1097,0.1298,0.0136,38.9243,0.081,42
109873277,100.898438,1.940072,210.310890,-0.859521,0,0.0000,0.0000,0.0000,nan,0.933,92
109882055,287.226562,-17.113819,19.435843,-11.475640,0,0.0000,0.0000,0.0000,nan,0.121,16
109916044,21.621094,-26.276812,208.707460,-82.128283,0,0.5458,0.5700,0.0157,42.6039,0.013,90
109922234,138.691406,-23.643314,251.933741,17.121894,0,2.4144,2.3745,0.0726,46.4119,0.119,95
109968805,353.863647,-61.566963,317.957906,-53.288442,0,0.0000,0.0000,0.0000,nan,0.017,16
110034581,227.109375,0.746060,359.943827,47.861983,0,0.0000,0.0000,0.0000,nan,0.051,16
110086563,95.097656,-26.276812,233.804875,-18.037836,0,0.2804,0.2898,0.0409,40.8690,0.050,90
110095987,75.000000,-47.945496,254.113274,-38.108598,0,0.0000,0.0000,0.0000,nan,0.009,16
110099058,144.667969,-17.896090,251.359813,25.117591,0,0.0000,0.0000,0.0000,nan,0.064,16
110107673,290.390625,-35.501846,2.813642,-21.085739,0,0.0000,0.0000,0.0000,nan,0.098,65
110125812,86.633858,-42.210369,248.233388,-29.376643,0,0.0930,0.1090,0.0274,38.5154,0.033,15
110134728,34.599056,-50.480045,273.456805,-61.379128,0,0.5855,0.6381,0.0552,42.9015,0.018,42
110175392,216.914062,-39.644398,322.388732,19.564438,0,0.1253,2.4788,1.0300,46.5253,0.091,15
110203727,102.656250,-23.480536,233.988802,-10.636439,0,1.3081,1.1551,0.0884,44.4876,0.140,88
110205532,296.820007,-43.008633,356.353180,-27.907097,0,0.0000,0.0000,0.0000,nan,0.054,16
110229320,37.860577,-51.255806,271.659743,-59.366830,0,1.5363,1.5515,0.1100,45.2795,0.033,88
110239521,44.648438,-27.111860,220.295605,-61.783357,0,0.3287,0.3545,0.5166,41.3764,0.016,67
110245068,311.132812,-0.149208,46.569333,-25.008590,0,0.2560,0.2594,0.0079,40.5934,0.064,42
110255355,32.647060,-42.010422,260.673149,-68.034633,0,0.2659,0.2578,0.0070,40.5781,0.013,90
110255618,301.640625,-28.461132,13.411862,-27.983007,0,0.2076,2.4671,1.1069,46.5129,0.075,62
110261089,286.523438,-24.132875,12.610248,-13.788254,0,0.0000,0.0000,0.0000,nan,0.157,16
110271758,25.664062,-7.030393,156.428220,-66.511622,0,0.6800,0.6605,0.0204,42.9927,0.026,90
110285813,328.886719,-11.110882,45.388452,-45.755108,0,0.2006,0.2881,1.1597,40.8542,0.026,62
110317479,212.167969,-5.679190,335.441004,52.249278,0,0.5439,0.5691,0.0075,42.6001,0.023,88
110339223,16.523438,-19.313040,146.987978,-81.491923,0,0.1743,0.1862,0.0070,39.7828,0.016,90
110351591,182.180618,-47.553680,295.503116,14.700989,0,0.0000,0.0000,0.0000,nan,0.079,92
110354955,323.964844,-12.329984,40.883463,-41.989476,0,0.3185,0.3327,0.0549,41.2154,0.042,90
110375526,182.109375,-54.340912,296.627740,8.003654,0,0.0000,0.0000,0.0000,nan,0.168,6
110418764,341.894531,-11.719760,54.787535,-57.125462,0,0.1160,0.1636,0.3035,39.4725,0.042,15
110439735,75.761719,-0.298417,200.082094,-24.064698,0,0.0000,0.0000,0.0000,nan,0.070,65
110443431,228.339844,-5.679190,354.545143,42.535701,0,0.0000,0.0000,0.0000,nan,0.075,16
110444195,176.132812,-11.872187,278.164090,47.756130,0,0.2799,0.3230,0.0205,41.1414,0.022,15
110448747,183.867188,-40.817047,295.625612,21.543859,0,0.1662,0.2040,1.0850,40.0044,0.077,42
110468353,27.639593,-53.379799,284.298665,-61.557421,0,0.2382,0.2535,0.0210,40.5367,0.021,15
110548280,78.750000,-27.111860,229.375798,-32.100233,0,0.0467,0.0818,0.0183,37.8533,0.018,42
