"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","CPI","TOT","AGRWTH","M","2005-06",1.576549,
"ZAF","CPI","TOT","AGRWTH","M","2005-07",2.126613,
"ZAF","CPI","TOT","AGRWTH","M","2005-08",2.500308,
"ZAF","CPI","TOT","AGRWTH","M","2005-09",2.561261,
"ZAF","CPI","TOT","AGRWTH","M","2005-10",2.394401,
"ZAF","CPI","TOT","AGRWTH","M","2005-11",1.77002,
"ZAF","CPI","TOT","AGRWTH","M","2005-12",2.017115,
"ZAF","CPI","TOT","AGRWTH","M","2006-01",2.096283,
"ZAF","CPI","TOT","AGRWTH","M","2006-02",2.180534,
"ZAF","CPI","TOT","AGRWTH","M","2006-03",1.864632,
"ZAF","CPI","TOT","AGRWTH","M","2006-04",1.798648,
"ZAF","CPI","TOT","AGRWTH","M","2006-05",2.432236,
"ZAF","CPI","TOT","AGRWTH","M","2006-06",3.395174,
"ZAF","CPI","TOT","AGRWTH","M","2006-07",3.346172,
"ZAF","CPI","TOT","AGRWTH","M","2006-08",3.881279,
"ZAF","CPI","TOT","AGRWTH","M","2006-09",4.05811,
"ZAF","CPI","TOT","AGRWTH","M","2006-10",4.48495,
"ZAF","CPI","TOT","AGRWTH","M","2006-11",4.510015,
"ZAF","CPI","TOT","AGRWTH","M","2006-12",4.817256,
"ZAF","CPI","TOT","AGRWTH","M","2007-01",5.180852,
"ZAF","CPI","TOT","AGRWTH","M","2007-02",4.911779,
"ZAF","CPI","TOT","AGRWTH","M","2007-03",5.325092,
"ZAF","CPI","TOT","AGRWTH","M","2007-04",5.964663,
"ZAF","CPI","TOT","AGRWTH","M","2007-05",6.048435,
"ZAF","CPI","TOT","AGRWTH","M","2007-06",6.027911,
"ZAF","CPI","TOT","AGRWTH","M","2007-07",6.20778,
"ZAF","CPI","TOT","AGRWTH","M","2007-08",6.153846,
"ZAF","CPI","TOT","AGRWTH","M","2007-09",6.484366,
"ZAF","CPI","TOT","AGRWTH","M","2007-10",6.897739,
"ZAF","CPI","TOT","AGRWTH","M","2007-11",7.230575,
"ZAF","CPI","TOT","AGRWTH","M","2007-12",7.568309,
"ZAF","CPI","TOT","AGRWTH","M","2008-01",8.273748,
"ZAF","CPI","TOT","AGRWTH","M","2008-02",8.949335,
"ZAF","CPI","TOT","AGRWTH","M","2008-03",9.630053,
"ZAF","CPI","TOT","AGRWTH","M","2008-04",9.419289,
"ZAF","CPI","TOT","AGRWTH","M","2008-05",9.8022,
"ZAF","CPI","TOT","AGRWTH","M","2008-06",10.60246,
"ZAF","CPI","TOT","AGRWTH","M","2008-07",11.22045,
"ZAF","CPI","TOT","AGRWTH","M","2008-08",11.20825,
"ZAF","CPI","TOT","AGRWTH","M","2008-09",11.2685,
"ZAF","CPI","TOT","AGRWTH","M","2008-10",10.59335,
"ZAF","CPI","TOT","AGRWTH","M","2008-11",10.25007,
"ZAF","CPI","TOT","AGRWTH","M","2008-12",9.308293,
"ZAF","CPI","TOT","AGRWTH","M","2009-01",8.471761,
"ZAF","CPI","TOT","AGRWTH","M","2009-02",8.92562,
"ZAF","CPI","TOT","AGRWTH","M","2009-03",9.1354,
"ZAF","CPI","TOT","AGRWTH","M","2009-04",8.914101,
"ZAF","CPI","TOT","AGRWTH","M","2009-05",8.360128,
"ZAF","CPI","TOT","AGRWTH","M","2009-06",7.131537,
"ZAF","CPI","TOT","AGRWTH","M","2009-07",6.71875,
"ZAF","CPI","TOT","AGRWTH","M","2009-08",6.36646,
"ZAF","CPI","TOT","AGRWTH","M","2009-09",6.018518,
"ZAF","CPI","TOT","AGRWTH","M","2009-10",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-11",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-12",6.163328,
"ZAF","CPI","TOT","AGRWTH","M","2010-01",5.819295,
"ZAF","CPI","TOT","AGRWTH","M","2010-02",5.462822,
"ZAF","CPI","TOT","AGRWTH","M","2010-03",4.783258,
"ZAF","CPI","TOT","AGRWTH","M","2010-04",4.315476,
"ZAF","CPI","TOT","AGRWTH","M","2010-05",4.30267,
"ZAF","CPI","TOT","AGRWTH","M","2010-06",3.994083,
"ZAF","CPI","TOT","AGRWTH","M","2010-07",3.513909,
"ZAF","CPI","TOT","AGRWTH","M","2010-08",3.357664,
"ZAF","CPI","TOT","AGRWTH","M","2010-09",3.202329,
"ZAF","CPI","TOT","AGRWTH","M","2010-10",3.347889,
"ZAF","CPI","TOT","AGRWTH","M","2010-11",3.49345,
"ZAF","CPI","TOT","AGRWTH","M","2010-12",3.338171,
"ZAF","CPI","TOT","AGRWTH","M","2011-01",3.617945,
"ZAF","CPI","TOT","AGRWTH","M","2011-02",3.597122,
"ZAF","CPI","TOT","AGRWTH","M","2011-03",3.994294,
"ZAF","CPI","TOT","AGRWTH","M","2011-04",4.279601,
"ZAF","CPI","TOT","AGRWTH","M","2011-05",4.55192,
"ZAF","CPI","TOT","AGRWTH","M","2011-06",5.12091,
"ZAF","CPI","TOT","AGRWTH","M","2011-07",5.374823,
"ZAF","CPI","TOT","AGRWTH","M","2011-08",5.225989,
"ZAF","CPI","TOT","AGRWTH","M","2011-09",5.641749,
"ZAF","CPI","TOT","AGRWTH","M","2011-10",6.197183,
"ZAF","CPI","TOT","AGRWTH","M","2011-11",6.188467,
"ZAF","CPI","TOT","AGRWTH","M","2011-12",6.320225,
"ZAF","CPI","TOT","AGRWTH","M","2012-01",6.284916,
"ZAF","CPI","TOT","AGRWTH","M","2012-02",6.25,
"ZAF","CPI","TOT","AGRWTH","M","2012-03",6.035666,
"ZAF","CPI","TOT","AGRWTH","M","2012-04",6.29275,
"ZAF","CPI","TOT","AGRWTH","M","2012-05",5.714286,
"ZAF","CPI","TOT","AGRWTH","M","2012-06",5.548038,
"ZAF","CPI","TOT","AGRWTH","M","2012-07",4.832215,
"ZAF","CPI","TOT","AGRWTH","M","2012-08",5.2349,
"ZAF","CPI","TOT","AGRWTH","M","2012-09",5.473965,
"ZAF","CPI","TOT","AGRWTH","M","2012-10",5.570292,
"ZAF","CPI","TOT","AGRWTH","M","2012-11",5.695364,
"ZAF","CPI","TOT","AGRWTH","M","2012-12",5.812418,
"ZAF","CPI","TOT","AGRWTH","M","2013-01",5.519054,
"ZAF","CPI","TOT","AGRWTH","M","2013-02",5.882353,
"ZAF","CPI","TOT","AGRWTH","M","2013-03",6.080207,
"ZAF","CPI","TOT","AGRWTH","M","2013-04",5.791506,
"ZAF","CPI","TOT","AGRWTH","M","2013-05",5.534105,
"ZAF","CPI","TOT","AGRWTH","M","2013-06",5.512821,
"ZAF","CPI","TOT","AGRWTH","M","2013-07",6.402049,
"ZAF","CPI","TOT","AGRWTH","M","2013-08",6.377551,
"ZAF","CPI","TOT","AGRWTH","M","2013-09",6.075949,
"ZAF","CPI","TOT","AGRWTH","M","2013-10",5.527638,
"ZAF","CPI","TOT","AGRWTH","M","2013-11",5.388471,
"ZAF","CPI","TOT","AGRWTH","M","2013-12",5.243446,
"ZAF","CPI","TOT","AGRWTH","M","2014-01",5.728518,
"ZAF","CPI","TOT","AGRWTH","M","2014-02",5.925926,
"ZAF","CPI","TOT","AGRWTH","M","2014-03",5.97561,
"ZAF","CPI","TOT","AGRWTH","M","2014-04",6.20438,
"ZAF","CPI","TOT","AGRWTH","M","2014-05",6.829268,
"ZAF","CPI","TOT","AGRWTH","M","2014-06",6.804374,
"ZAF","CPI","TOT","AGRWTH","M","2014-07",6.618532,
"ZAF","CPI","TOT","AGRWTH","M","2014-08",6.47482,
"ZAF","CPI","TOT","AGRWTH","M","2014-09",5.966587,
"ZAF","CPI","TOT","AGRWTH","M","2014-10",5.952381,
"ZAF","CPI","TOT","AGRWTH","M","2014-11",5.826397,
"ZAF","CPI","TOT","AGRWTH","M","2014-12",5.338078,
"ZAF","CPI","TOT","AGRWTH","M","2015-01",4.475854,
"ZAF","CPI","TOT","AGRWTH","M","2015-02",4.079254,
"ZAF","CPI","TOT","AGRWTH","M","2015-03",4.027618,
"ZAF","CPI","TOT","AGRWTH","M","2015-04",4.581902,
"ZAF","CPI","TOT","AGRWTH","M","2015-05",4.3379,
"ZAF","CPI","TOT","AGRWTH","M","2015-06",4.550626,
"ZAF","CPI","TOT","AGRWTH","M","2015-07",4.62754,
"ZAF","CPI","TOT","AGRWTH","M","2015-08",4.504505,
"ZAF","CPI","TOT","AGRWTH","M","2015-09",4.504505,
"ZAF","CPI","TOT","AGRWTH","M","2015-10",4.494382,
"ZAF","CPI","TOT","AGRWTH","M","2015-11",4.719101,
"ZAF","CPI","TOT","AGRWTH","M","2015-12",5.18018,
"ZAF","CPI","TOT","AGRWTH","M","2016-01",6.200676,
"ZAF","CPI","TOT","AGRWTH","M","2016-02",6.942889,
"ZAF","CPI","TOT","AGRWTH","M","2016-03",6.526549,
"ZAF","CPI","TOT","AGRWTH","M","2016-04",6.462213,
"ZAF","CPI","TOT","AGRWTH","M","2016-05",6.564551,
"ZAF","CPI","TOT","AGRWTH","M","2016-06",6.528836,
"ZAF","CPI","TOT","AGRWTH","M","2016-07",6.472492,
"ZAF","CPI","TOT","AGRWTH","M","2016-08",6.25,
"ZAF","CPI","TOT","AGRWTH","M","2016-09",6.465517,
"ZAF","CPI","TOT","AGRWTH","M","2016-10",6.774194,
"ZAF","CPI","TOT","AGRWTH","M","2016-11",6.866953,
"ZAF","CPI","TOT","AGRWTH","M","2016-12",7.066381,
"ZAF","CPI","TOT","AGRWTH","M","2017-01",6.794055,
"ZAF","CPI","TOT","AGRWTH","M","2017-02",6.492146,
"ZAF","CPI","TOT","AGRWTH","M","2017-03",6.126688,
"ZAF","CPI","TOT","AGRWTH","M","2017-04",5.246913,
"ZAF","CPI","TOT","AGRWTH","M","2017-05",5.338809,
"ZAF","CPI","TOT","AGRWTH","M","2017-06",5.005107,
"ZAF","CPI","TOT","AGRWTH","M","2017-07",4.356636,
"ZAF","CPI","TOT","AGRWTH","M","2017-08",4.563895,
"ZAF","CPI","TOT","AGRWTH","M","2017-09",4.8583,
"ZAF","CPI","TOT","AGRWTH","M","2017-10",4.632427,
"ZAF","CPI","TOT","AGRWTH","M","2017-11",4.417671,
"ZAF","CPI","TOT","AGRWTH","M","2017-12",4.5,
"ZAF","CPI","TOT","AGRWTH","M","2018-01",4.274354,
"ZAF","CPI","TOT","AGRWTH","M","2018-02",3.834808,
"ZAF","CPI","TOT","AGRWTH","M","2018-03",3.718199,
"ZAF","CPI","TOT","AGRWTH","M","2018-04",4.301075,
"ZAF","CPI","TOT","AGRWTH","M","2018-05",4.288499,
"ZAF","CPI","TOT","AGRWTH","M","2018-06",4.377432,
"ZAF","CPI","TOT","AGRWTH","M","2018-07",5.048543,
"ZAF","CPI","TOT","AGRWTH","M","2018-08",4.84966,
"ZAF","CPI","TOT","AGRWTH","M","2018-09",4.826255,
"ZAF","CPI","TOT","AGRWTH","M","2018-10",5.004812,
"ZAF","CPI","TOT","AGRWTH","M","2018-11",5.096154,
"ZAF","CPI","TOT","AGRWTH","M","2018-12",4.401914,
"ZAF","CPI","TOT","AGRWTH","M","2019-01",3.908484,
"ZAF","CPI","TOT","AGRWTH","M","2019-02",4.07197,
"ZAF","CPI","TOT","AGRWTH","M","2019-03",4.528302,
"ZAF","CPI","TOT","AGRWTH","M","2019-04",4.404873,
"ZAF","CPI","TOT","AGRWTH","M","2019-05",4.392523,
"ZAF","CPI","TOT","AGRWTH","M","2019-06",4.473439,
"OECD","CPI","TOT","AGRWTH","M","2003-02",3.040652,
"OECD","CPI","TOT","AGRWTH","M","2003-03",3.087377,
"OECD","CPI","TOT","AGRWTH","M","2003-04",2.543682,
"OECD","CPI","TOT","AGRWTH","M","2003-05",2.345271,
"OECD","CPI","TOT","AGRWTH","M","2003-06",2.343746,
"OECD","CPI","TOT","AGRWTH","M","2003-07",2.30451,
"OECD","CPI","TOT","AGRWTH","M","2003-08",2.282599,
"OECD","CPI","TOT","AGRWTH","M","2003-09",2.320105,
"OECD","CPI","TOT","AGRWTH","M","2003-10",2.135101,
"OECD","CPI","TOT","AGRWTH","M","2003-11",1.960896,
"OECD","CPI","TOT","AGRWTH","M","2003-12",1.9675,
"OECD","CPI","TOT","AGRWTH","M","2004-01",1.889712,
"OECD","CPI","TOT","AGRWTH","M","2004-02",1.739987,
"OECD","CPI","TOT","AGRWTH","M","2004-03",1.709347,
"OECD","CPI","TOT","AGRWTH","M","2004-04",2.050432,
"OECD","CPI","TOT","AGRWTH","M","2004-05",2.52442,
"OECD","CPI","TOT","AGRWTH","M","2004-06",2.669654,
"OECD","CPI","TOT","AGRWTH","M","2004-07",2.569677,
"OECD","CPI","TOT","AGRWTH","M","2004-08",2.445029,
"OECD","CPI","TOT","AGRWTH","M","2004-09",2.330235,
"OECD","CPI","TOT","AGRWTH","M","2004-10",2.755537,
"OECD","CPI","TOT","AGRWTH","M","2004-11",2.903871,
"OECD","CPI","TOT","AGRWTH","M","2004-12",2.726388,
"OECD","CPI","TOT","AGRWTH","M","2005-01",2.470819,
"OECD","CPI","TOT","AGRWTH","M","2005-02",2.474605,
"OECD","CPI","TOT","AGRWTH","M","2005-03",2.566793,
"OECD","CPI","TOT","AGRWTH","M","2005-04",2.699405,
"OECD","CPI","TOT","AGRWTH","M","2005-05",2.341043,
"OECD","CPI","TOT","AGRWTH","M","2005-06",2.163398,
"OECD","CPI","TOT","AGRWTH","M","2005-07",2.516037,
"OECD","CPI","TOT","AGRWTH","M","2005-08",2.703202,
"OECD","CPI","TOT","AGRWTH","M","2005-09",3.23953,
"OECD","CPI","TOT","AGRWTH","M","2005-10",2.970831,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.520642,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.565164,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.942087,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.73906,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.555204,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.764275,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.097473,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.213402,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.135854,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.035359,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.142017,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.721061,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.063158,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.324176,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.052375,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.221303,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.461015,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.364492,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.344878,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.328909,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.145278,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.934719,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.378525,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.945568,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.48346,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.429564,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.583639,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.543082,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.624099,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.560164,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.923756,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.473547,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.877642,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.718608,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.465306,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.711864,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.240962,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.530006,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.285567,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.343204,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.8828598,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.6257546,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.08803231,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.1286108,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.6443239,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.3118818,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.3176305,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.1790233,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.251677,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.816248,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.037017,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.868137,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.042874,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.069735,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.935888,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.444353,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.562542,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.501142,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.617509,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.768418,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.709045,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.947053,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.024239,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.250767,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.546003,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.784885,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.032316,
"OECD","CPI","TOT","AGRWTH","M","2011-06",2.990922,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.065135,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.152752,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.202932,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.063953,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.063596,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.834033,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.778683,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.7765,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.633353,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.437536,
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.043092,
"OECD","CPI","TOT","AGRWTH","M","2012-06",1.982324,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.867495,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.044712,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.199343,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.221981,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.923349,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.851328,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.718141,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.808749,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.566309,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.250578,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.482173,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.797456,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.955839,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.687608,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.480495,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.291877,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.466757,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.63818,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.646282,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.441346,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.574349,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.025966,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.083999,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.062387,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.962249,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.808306,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.744485,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.737319,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.498473,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.090813,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5450026,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6014664,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6338874,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.4996392,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6323711,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.654549,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6353437,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.6301992,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.473536,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6105485,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.7429852,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.8778596,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.206438,
"OECD","CPI","TOT","AGRWTH","M","2016-02",0.9748043,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.8479497,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.8567051,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.8343149,
"OECD","CPI","TOT","AGRWTH","M","2016-06",0.9076769,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.8797982,
"OECD","CPI","TOT","AGRWTH","M","2016-08",0.9650491,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.206105,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.394446,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.48261,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.826275,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.316934,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.504653,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.321812,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.361136,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.125358,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.92997,
"OECD","CPI","TOT","AGRWTH","M","2017-07",1.990525,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.191724,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.342387,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.191827,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.382509,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.322045,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.169303,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.199103,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.266921,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.254274,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.58949,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.777556,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.879034,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.889905,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.913433,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.104482,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.695052,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.377191,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.096251,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.077074,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.266666,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.472847,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.256372,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.068767,
"OECDE","CPI","TOT","AGRWTH","M","2003-02",3.429089,
"OECDE","CPI","TOT","AGRWTH","M","2003-03",3.453879,
"OECDE","CPI","TOT","AGRWTH","M","2003-04",3.117677,
"OECDE","CPI","TOT","AGRWTH","M","2003-05",2.922954,
"OECDE","CPI","TOT","AGRWTH","M","2003-06",3.005448,
"OECDE","CPI","TOT","AGRWTH","M","2003-07",2.917359,
"OECDE","CPI","TOT","AGRWTH","M","2003-08",2.860997,
"OECDE","CPI","TOT","AGRWTH","M","2003-09",2.745297,
"OECDE","CPI","TOT","AGRWTH","M","2003-10",2.558209,
"OECDE","CPI","TOT","AGRWTH","M","2003-11",2.533634,
"OECDE","CPI","TOT","AGRWTH","M","2003-12",2.372691,
"OECDE","CPI","TOT","AGRWTH","M","2004-01",2.156678,
"OECDE","CPI","TOT","AGRWTH","M","2004-02",1.956897,
"OECDE","CPI","TOT","AGRWTH","M","2004-03",1.905938,
"OECDE","CPI","TOT","AGRWTH","M","2004-04",2.179585,
"OECDE","CPI","TOT","AGRWTH","M","2004-05",2.551873,
"OECDE","CPI","TOT","AGRWTH","M","2004-06",2.527783,
"OECDE","CPI","TOT","AGRWTH","M","2004-07",2.534918,
"OECDE","CPI","TOT","AGRWTH","M","2004-08",2.559216,
"OECDE","CPI","TOT","AGRWTH","M","2004-09",2.364825,
"OECDE","CPI","TOT","AGRWTH","M","2004-10",2.584531,
"OECDE","CPI","TOT","AGRWTH","M","2004-11",2.562292,
"OECDE","CPI","TOT","AGRWTH","M","2004-12",2.604057,
"OECDE","CPI","TOT","AGRWTH","M","2005-01",2.297239,
"OECDE","CPI","TOT","AGRWTH","M","2005-02",2.362673,
"OECDE","CPI","TOT","AGRWTH","M","2005-03",2.425225,
"OECDE","CPI","TOT","AGRWTH","M","2005-04",2.317533,
"OECDE","CPI","TOT","AGRWTH","M","2005-05",2.188214,
"OECDE","CPI","TOT","AGRWTH","M","2005-06",2.204585,
"OECDE","CPI","TOT","AGRWTH","M","2005-07",2.329817,
"OECDE","CPI","TOT","AGRWTH","M","2005-08",2.367881,
"OECDE","CPI","TOT","AGRWTH","M","2005-09",2.613264,
"OECDE","CPI","TOT","AGRWTH","M","2005-10",2.507007,
"OECDE","CPI","TOT","AGRWTH","M","2005-11",2.372042,
"OECDE","CPI","TOT","AGRWTH","M","2005-12",2.324098,
"OECDE","CPI","TOT","AGRWTH","M","2006-01",2.524674,
"OECDE","CPI","TOT","AGRWTH","M","2006-02",2.474324,
"OECDE","CPI","TOT","AGRWTH","M","2006-03",2.293921,
"OECDE","CPI","TOT","AGRWTH","M","2006-04",2.571664,
"OECDE","CPI","TOT","AGRWTH","M","2006-05",2.714093,
"OECDE","CPI","TOT","AGRWTH","M","2006-06",2.752438,
"OECDE","CPI","TOT","AGRWTH","M","2006-07",2.818292,
"OECDE","CPI","TOT","AGRWTH","M","2006-08",2.70006,
"OECDE","CPI","TOT","AGRWTH","M","2006-09",2.392251,
"OECDE","CPI","TOT","AGRWTH","M","2006-10",2.190617,
"OECDE","CPI","TOT","AGRWTH","M","2006-11",2.397906,
"OECDE","CPI","TOT","AGRWTH","M","2006-12",2.453591,
"OECDE","CPI","TOT","AGRWTH","M","2007-01",2.427581,
"OECDE","CPI","TOT","AGRWTH","M","2007-02",2.454268,
